Customer ID,Age,Gender,Marital Status,Occupation,Income Level,Education Level,Geographic Information,Location,Purchase History,Policy Start Date,Policy Renewal Date,Claim History,Coverage Amount,Premium Amount,Deductible,Policy Type,Preferred Communication Channel,Preferred Contact Time,Risk Profile,Credit Score,Driving Record,Life Events
50873,45,Female,Married,Doctor,86900,Master's Degree,Himachal Pradesh,11698,7/4/2022,4/16/2018,4/4/2023,2,617675,2644,1597,Business,In-Person Meeting,Afternoon,0,562,Minor Violations,Marriage
94673,46,Male,Separated,Teacher,116675,Associate Degree,Karnataka,89186,6/12/2019,5/8/2019,10/26/2023,4,496804,2128,1424,Group,Phone,Weekends,1,512,Clean,Retirement
18859,44,Male,Divorced,Engineer,95739,Master's Degree,Kerala,71826,11/15/2022,8/23/2019,5/10/2024,2,509190,2906,1354,Group,Email,Afternoon,2,638,Accident,Retirement
88731,39,Female,Married,Salesperson,82391,Master's Degree,Chandigarh,53626,9/17/2022,2/20/2022,11/9/2023,0,405136,992,1590,Group,In-Person Meeting,Evening,0,651,Clean,Divorce
38460,42,Female,Widowed,Doctor,112287,Bachelor's Degree,Goa,88706,8/22/2020,12/2/2019,8/28/2024,4,548366,3418,1197,Business,Phone,Morning,3,538,Minor Violations,Job Change
66224,44,Female,Married,Teacher,77960,Associate Degree,Goa,41212,4/12/2021,4/1/2018,4/10/2024,4,657949,3131,992,Business,Mail,Evening,0,614,DUI,Childbirth
16268,45,Female,Married,Lawyer,104256,Bachelor's Degree,Daman and Diu,89804,1/26/2018,1/13/2019,5/12/2023,4,572661,3095,1058,Family,Email,Weekends,1,545,DUI,Job Change
77319,46,Female,Married,Salesperson,72634,Master's Degree,Puducherry,55513,3/20/2018,4/6/2023,12/7/2024,0,651826,3307,1393,Group,Text,Weekends,3,479,Minor Violations,Marriage
65507,48,Male,Divorced,Artist,106587,Doctorate,Nagaland,46865,8/10/2022,11/27/2020,3/24/2023,5,753253,4214,1240,Business,Email,Afternoon,3,404,Accident,Job Change
3055,46,Female,Married,Manager,98180,High School Diploma,Jharkhand,32065,8/17/2023,11/12/2019,3/7/2023,5,555487,3367,1108,Family,Phone,Weekends,2,589,Minor Violations,Job Change
73908,44,Female,Married,Engineer,110839,Doctorate,Goa,49571,12/11/2023,10/7/2018,10/16/2023,4,724442,3501,1358,Individual,In-Person Meeting,Afternoon,1,495,Minor Violations,Retirement
13202,44,Female,Widowed,Salesperson,95911,Doctorate,Arunachal Pradesh,21359,12/3/2023,2/28/2020,7/24/2024,1,598277,2309,1248,Group,Mail,Weekends,1,580,Minor Violations,Retirement
61123,40,Female,Divorced,Entrepreneur,100342,Associate Degree,Manipur,31477,11/6/2023,4/27/2018,2/9/2024,5,623428,2571,1039,Business,Mail,Morning,1,527,Clean,Retirement
52831,35,Male,Divorced,Doctor,88657,Bachelor's Degree,Uttar Pradesh,34931,4/21/2021,11/4/2023,9/15/2024,0,381392,1930,1614,Group,Mail,Morning,0,649,DUI,Childbirth
28855,39,Female,Divorced,Entrepreneur,75835,High School Diploma,Himachal Pradesh,80602,1/6/2018,1/14/2023,3/12/2024,5,651531,3963,1137,Individual,Phone,Morning,3,490,DUI,Retirement
78643,48,Female,Married,Engineer,83408,Associate Degree,Madhya Pradesh,31554,1/13/2019,12/11/2018,11/12/2024,5,586235,3533,869,Family,Email,Afternoon,3,519,Clean,Childbirth
2291,36,Female,Married,Manager,85161,Doctorate,Tamil Nadu,18482,6/21/2019,12/18/2021,4/21/2023,2,410229,2905,1400,Individual,Mail,Weekends,1,608,DUI,Marriage
61232,43,Female,Divorced,Salesperson,87361,Doctorate,Himachal Pradesh,61910,5/2/2019,7/4/2020,2/24/2023,5,500897,3203,1200,Individual,Email,Anytime,0,533,Accident,Retirement
29430,47,Male,Married,Entrepreneur,87912,Bachelor's Degree,Puducherry,50270,8/9/2022,4/13/2018,7/12/2024,5,544168,3574,1464,Business,Email,Evening,3,617,Accident,Job Change
76368,38,Female,Divorced,Nurse,124949,High School Diploma,Goa,74590,7/27/2022,1/14/2019,6/1/2023,2,725233,3801,1231,Group,In-Person Meeting,Weekends,3,637,Major Violations,Marriage
91881,37,Female,Widowed,Entrepreneur,59225,Bachelor's Degree,Goa,50786,5/20/2021,2/9/2022,8/13/2023,5,345681,3382,1238,Individual,In-Person Meeting,Afternoon,2,551,Minor Violations,Marriage
96512,44,Male,Widowed,Salesperson,113422,Associate Degree,Delhi,43536,6/13/2022,5/14/2023,10/5/2023,1,610080,2184,938,Family,Phone,Afternoon,2,643,Clean,Divorce
39556,46,Female,Separated,Doctor,86250,High School Diploma,Dadra and Nagar Haveli,20429,1/21/2018,2/20/2020,5/21/2024,3,557743,3384,1097,Family,Text,Morning,2,544,Major Violations,Childbirth
91173,49,Male,Single,Manager,112941,Doctorate,Nagaland,35284,7/22/2020,1/23/2019,9/11/2023,4,589785,4081,1083,Business,Phone,Weekends,3,555,Accident,Marriage
33791,52,Male,Divorced,Doctor,78472,Bachelor's Degree,West Bengal,97962,9/15/2022,7/2/2019,9/3/2024,1,714134,3210,1059,Group,Email,Morning,2,553,Major Violations,Job Change
88469,45,Male,Divorced,Lawyer,111566,Associate Degree,Goa,46587,11/18/2019,9/27/2021,11/28/2023,3,259211,1870,1547,Business,Email,Afternoon,0,547,Clean,Marriage
46671,53,Female,Married,Doctor,95118,High School Diploma,Telangana,49475,10/13/2018,1/4/2018,9/22/2024,4,765151,3060,1219,Group,Text,Weekends,0,568,DUI,Job Change
78289,42,Male,Single,Teacher,97132,Associate Degree,Karnataka,25921,4/20/2022,3/16/2022,1/2/2024,1,645434,3475,1214,Family,In-Person Meeting,Weekends,3,443,Major Violations,Marriage
69259,43,Female,Separated,Salesperson,83178,High School Diploma,Uttarakhand,84709,1/7/2020,9/19/2023,10/14/2024,0,422469,1888,1501,Individual,Phone,Morning,1,654,Clean,Childbirth
93411,45,Female,Married,Entrepreneur,95002,Master's Degree,Himachal Pradesh,62968,11/27/2023,1/17/2019,6/17/2023,5,489831,3555,1257,Group,In-Person Meeting,Anytime,3,606,Major Violations,Job Change
22761,40,Male,Widowed,Teacher,95170,Master's Degree,Tamil Nadu,74340,6/11/2018,10/11/2021,4/22/2024,1,316533,3044,1208,Individual,Email,Evening,3,573,Major Violations,Job Change
36544,39,Female,Single,Salesperson,83839,High School Diploma,Kerala,57463,2/16/2018,6/17/2023,2/27/2023,2,341395,2130,1401,Business,Phone,Weekends,1,540,Minor Violations,Divorce
65728,47,Male,Married,Lawyer,100619,High School Diploma,Arunachal Pradesh,34467,5/14/2021,12/17/2019,1/16/2024,1,629484,3640,1201,Individual,Phone,Anytime,2,575,DUI,Marriage
67446,47,Male,Divorced,Entrepreneur,58532,High School Diploma,Haryana,41513,6/3/2018,3/9/2021,2/12/2023,2,546530,3284,1125,Group,Email,Morning,3,559,Accident,Divorce
95471,51,Male,Separated,Artist,66423,Associate Degree,Assam,30943,4/22/2020,9/7/2022,4/28/2023,5,549707,3482,1165,Family,Phone,Morning,3,527,DUI,Job Change
83753,50,Female,Single,Doctor,95591,Bachelor's Degree,Haryana,86667,5/14/2021,12/4/2018,3/9/2024,1,569044,2968,1341,Group,Mail,Evening,1,475,Accident,Marriage
65009,42,Female,Single,Lawyer,96129,Associate Degree,West Bengal,60733,7/8/2018,6/23/2018,4/22/2023,5,669551,3750,939,Business,Email,Weekends,2,562,DUI,Childbirth
68495,39,Male,Single,Teacher,69546,Master's Degree,Andaman and Nicobar Islands,64025,8/23/2021,12/26/2023,7/15/2024,5,585803,2489,1419,Group,In-Person Meeting,Morning,0,561,Major Violations,Divorce
8276,38,Male,Divorced,Manager,70201,Master's Degree,Madhya Pradesh,20338,12/19/2019,5/4/2018,9/6/2023,2,299225,2274,1420,Family,Mail,Weekends,1,537,Accident,Divorce
33525,48,Female,Divorced,Entrepreneur,68101,Associate Degree,Gujarat,53701,3/9/2022,4/9/2018,3/16/2023,1,621832,2814,1309,Group,In-Person Meeting,Evening,2,603,DUI,Divorce
21923,42,Female,Divorced,Nurse,91284,Bachelor's Degree,Odisha,69719,11/12/2019,8/18/2018,9/5/2023,5,332913,3067,1129,Individual,In-Person Meeting,Weekends,1,755,Major Violations,Retirement
84345,39,Female,Separated,Teacher,118976,Associate Degree,Meghalaya,38112,5/3/2020,5/2/2022,5/23/2024,1,520007,2755,1151,Business,Email,Morning,2,598,Major Violations,Job Change
