Customer ID,Age,Income Level,Geographic Information,Location,Purchase History,Policy Start Date,Policy Renewal Date,Claim History,Coverage Amount,Premium Amount,Deductible,Preferred Communication Channel,Preferred Contact Time,Risk Profile,Credit Score,Driving Record,Life Events,Gender_Male,Marital Status_Married,Marital Status_Separated,Marital Status_Single,Marital Status_Widowed,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Lawyer,Occupation_Manager,Occupation_Nurse,Occupation_Salesperson,Occupation_Teacher,Education Level_Bachelor's Degree,Education Level_Doctorate,Education Level_High School Diploma,Education Level_Master's Degree,Policy Type_Family,Policy Type_Group,Policy Type_Individual
13774.0,-0.32978885415398934,0.4392323298695765,West Bengal,29188.0,3/15/2022,8/13/2020,10/25/2024,0.0,1.3100820032425842,-1.2870827311727386,0.25413259157429474,Phone,Morning,2.0,0.7485957721305359,Clean,Job Change,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
59382.0,0.5686937346298442,-1.4813974557049336,Maharashtra,62423.0,10/19/2022,2/21/2020,3/9/2024,2.0,-0.04053715067726806,-0.4751307218624377,0.8948440948881802,Email,Anytime,1.0,0.30728702756980386,Minor Violations,Job Change,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
24027.0,0.9280867701433776,-0.9561381489112715,West Bengal,20722.0,5/24/2021,9/11/2019,8/1/2023,3.0,0.17610305115208255,0.11677254392980561,-1.072252625812345,In-Person Meeting,Evening,3.0,0.07087162869798312,Clean,Marriage,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
92348.0,0.7483902523866109,0.41364082481112985,Nagaland,16529.0,2/12/2020,11/3/2020,5/8/2024,3.0,1.2475966101088536,0.11259440323009566,-0.4371613988433184,Phone,Weekends,3.0,-1.1269663922525752,Clean,Divorce,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
60625.0,1.8265693589272112,1.0906754932880547,Andaman and Nicobar Islands,84764.0,2/18/2020,4/15/2021,4/2/2024,4.0,0.6508228328748425,1.243477819284923,-0.8362010193282821,Email,Morning,3.0,-1.253054604984213,DUI,Job Change,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
34438.0,-0.8688784074242895,-1.0044072747888366,Lakshadweep,34649.0,2/22/2022,12/28/2022,7/13/2023,4.0,0.32054865304871544,-0.359535495837129,1.6592016777889556,Text,Evening,0.0,1.2529486230570868,Major Violations,Childbirth,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
55443.0,1.8265693589272112,1.0835808186183864,Chandigarh,41492.0,10/14/2022,4/17/2020,12/26/2024,1.0,0.21917003068783883,-0.5489445408906469,0.7093749755078449,In-Person Meeting,Morning,2.0,-0.3231540360883848,Clean,Divorce,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56617.0,0.3889972168730775,-0.1190932285095044,Rajasthan,56208.0,6/5/2019,8/1/2023,1/2/2024,1.0,-0.7284888400584479,-1.0544995655555511,1.1758579121311123,Email,Anytime,0.0,-0.40195916904565837,Minor Violations,Job Change,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5278.0,0.5686937346298442,-0.8381258372184841,Chhattisgarh,35665.0,5/14/2019,11/4/2023,7/19/2024,1.0,-0.01698527393582454,-0.7829204200744043,-0.17300841063496217,Mail,Afternoon,1.0,1.0322942507767208,Minor Violations,Retirement,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
29473.0,-0.1500923363972226,-0.07525827430048194,Delhi,66446.0,6/6/2022,8/7/2022,9/23/2023,5.0,1.4115653722328274,0.07081299623299613,0.051802643159383585,Phone,Afternoon,3.0,0.33880908075271327,Clean,Divorce,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
13049.0,0.3889972168730775,0.5148032841634548,Goa,13301.0,4/12/2019,3/5/2021,2/1/2024,4.0,0.8362163094208138,0.3298577196150132,-0.521465544016198,Mail,Weekends,3.0,-1.0008781795209376,Clean,Job Change,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94483.0,-0.32978885415398934,0.9247741275750059,Meghalaya,96336.0,2/18/2021,10/1/2019,6/6/2024,4.0,0.7596465233537807,1.52341324616549,-1.5274950097458952,Phone,Morning,2.0,-0.811745860423481,Major Violations,Childbirth,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
87909.0,-0.1500923363972226,-0.6323802717981012,Punjab,86214.0,1/1/2021,8/10/2023,7/3/2024,2.0,-0.6501867058903508,-0.47930886256214766,0.23165148619486017,In-Person Meeting,Weekends,0.0,1.8045845537580019,Major Violations,Marriage,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
12695.0,1.1077832879001444,0.7465204264995879,Jharkhand,11700.0,7/5/2020,1/25/2022,8/11/2024,2.0,1.5691365325324065,1.5415185225308996,0.051802643159383585,In-Person Meeting,Morning,3.0,1.394797862380179,Minor Violations,Childbirth,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1427.0,0.2093006991163108,0.8606053290002375,Chandigarh,15171.0,4/9/2023,2/19/2021,11/6/2024,2.0,0.18573168362078765,-0.8428071034369136,-0.25169227946298317,In-Person Meeting,Weekends,2.0,1.4420809421545433,Clean,Divorce,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
97498.0,0.029604181359544093,-0.7737670027150638,Odisha,76371.0,11/7/2022,8/26/2019,9/28/2024,2.0,-0.0390142958349373,-0.37624805863596883,-0.8305807429834234,Mail,Afternoon,0.0,-0.638374567917479,Major Violations,Divorce,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
85986.0,0.9280867701433776,0.6130518592764517,Arunachal Pradesh,35012.0,8/2/2020,5/2/2022,8/20/2024,2.0,1.3634544396214148,0.37303184017868274,0.28785424964344664,In-Person Meeting,Anytime,2.0,0.41761421370998686,DUI,Divorce,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
95699.0,1.1077832879001444,1.1579482120308031,Rajasthan,87896.0,11/17/2023,5/10/2019,10/20/2024,3.0,-1.7316392520699833,0.7379227946200186,0.45084226364434726,Mail,Weekends,2.0,-0.7171797008747527,Accident,Divorce,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
92141.0,0.3889972168730775,-0.28676826288997037,Andhra Pradesh,45892.0,1/23/2019,2/22/2023,4/2/2024,5.0,1.5490251796940064,1.0415343521322753,-0.5608074784302086,Email,Weekends,2.0,0.22848189461253027,Minor Violations,Divorce,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24660.0,-1.9470575139648896,-0.5409729901165703,Nagaland,23452.0,8/21/2020,1/24/2019,4/23/2024,1.0,-0.915759698499991,-0.631114641318276,0.580108619576096,Phone,Evening,1.0,0.244242921203985,Major Violations,Marriage,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70468.0,1.4671763234136777,-0.7216338129549114,Delhi,40933.0,11/1/2019,9/7/2022,11/20/2024,3.0,-0.05919010813756287,1.1961255580215435,-0.2179706213938313,In-Person Meeting,Weekends,2.0,-1.1742494720269394,Major Violations,Marriage,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
82349.0,-1.4079679606945896,-0.4455749539333509,Bihar,94350.0,2/14/2021,10/11/2021,2/3/2024,3.0,-1.2636796566578874,-0.9124427817654128,2.002038534825333,In-Person Meeting,Weekends,0.0,0.5909855062159888,DUI,Marriage,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
19477.0,1.4671763234136777,-0.008872389891442147,Delhi,84246.0,12/13/2019,10/15/2020,11/9/2023,5.0,1.3236184907299686,0.875801437710447,-0.39781946442930793,Mail,Afternoon,1.0,0.5121803732587151,Accident,Job Change,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2921.0,0.3889972168730775,1.364643957094445,Mizoram,35371.0,9/6/2023,12/15/2020,3/24/2024,3.0,0.60648277892063,1.683575306321038,-0.004400120289202855,Phone,Evening,2.0,-1.0954443390696658,Minor Violations,Childbirth,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24869.0,-0.8688784074242895,-1.1003754187580115,Odisha,71844.0,8/26/2019,4/26/2018,8/13/2023,1.0,0.026959965800006088,-1.7285729317754237,1.7828477573758459,Phone,Morning,0.0,-0.7802238072405715,Clean,Marriage,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
74913.0,-0.509485371910756,0.34003357511332044,Goa,73192.0,5/9/2022,12/23/2022,4/2/2023,5.0,0.007678528563511278,0.10702354896381572,-0.2685531084975591,Mail,Weekends,3.0,0.33880908075271327,Clean,Job Change,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
13552.0,-0.32978885415398934,-1.3019401937480541,Nagaland,31113.0,1/15/2018,11/13/2020,8/6/2024,5.0,-1.0314483219189599,0.0025700314710668977,0.8948440948881802,In-Person Meeting,Evening,0.0,-0.4492422488200225,Minor Violations,Job Change,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57589.0,0.9280867701433776,-0.04092511652405106,Uttarakhand,59962.0,5/28/2019,2/15/2019,9/10/2024,4.0,1.2745487235881996,-0.1924098678487309,-0.9598470989151723,In-Person Meeting,Anytime,1.0,-0.46500327541147723,Clean,Marriage,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
89346.0,-1.4079679606945896,0.18141691999859177,Jharkhand,72907.0,3/1/2022,12/14/2023,1/24/2023,1.0,0.22585770010124906,-0.23419127484583044,-1.7916479979542514,In-Person Meeting,Anytime,0.0,-1.079683312478211,Major Violations,Childbirth,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
72326.0,0.3889972168730775,0.872070830028898,Lakshadweep,15177.0,12/26/2022,8/20/2023,8/16/2024,4.0,0.5117918259731635,0.7100685232886189,0.9060846475778974,Text,Evening,1.0,-1.079683312478211,Major Violations,Childbirth,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
9609.0,0.3889972168730775,0.2286725209233472,Delhi,85455.0,9/10/2023,3/7/2021,2/20/2023,0.0,0.03040048970304967,-0.12555961665337168,-0.5270858203610567,Mail,Morning,2.0,-0.591091488143115,DUI,Job Change,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
33013.0,-0.1500923363972226,2.057958370125877,Bihar,67387.0,12/24/2019,1/28/2020,4/18/2024,2.0,0.954668632368457,1.2476559599846329,-1.5387355624356125,In-Person Meeting,Afternoon,2.0,-0.7644627806491168,Major Violations,Marriage,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
68401.0,0.7483902523866109,-1.3395673076211168,Mizoram,47406.0,8/2/2018,6/1/2018,2/10/2023,4.0,-1.0219405509456778,-0.1938025814153009,-0.16176785794524487,Text,Evening,0.0,1.0953383571425397,DUI,Divorce,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
75442.0,-1.048574925181056,0.6454213124568137,Arunachal Pradesh,54341.0,5/1/2018,8/15/2023,7/12/2024,1.0,0.2663624159340361,-0.6241510734854261,-0.7294157687759679,In-Person Meeting,Anytime,2.0,-1.079683312478211,Clean,Marriage,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
96365.0,0.3889972168730775,0.2354504690452625,Tamil Nadu,72421.0,11/21/2020,2/6/2021,10/17/2023,5.0,1.2371300046052152,1.3688220402762215,-0.3247558719461455,Email,Weekends,3.0,-0.3704371158627489,DUI,Retirement,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
64304.0,0.7483902523866109,-0.2054328854269865,Madhya Pradesh,86218.0,4/26/2020,1/19/2022,5/27/2024,3.0,1.2556459857040305,0.9440444024723763,-0.6507318999479469,Mail,Afternoon,3.0,-0.08673863721656404,DUI,Divorce,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25444.0,0.3889972168730775,-0.03946817440438701,Assam,36116.0,6/25/2023,11/16/2023,10/10/2024,0.0,-1.764505521392032,-2.317690770434527,0.3271961840574571,Phone,Evening,0.0,-1.5209920570389432,Clean,Job Change,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31924.0,0.5686937346298442,0.6824783185439207,Gujarat,27961.0,12/10/2018,9/4/2023,6/6/2023,1.0,0.0768677059767085,-0.5893332343211765,1.1365159777171019,Phone,Morning,3.0,1.0480552773681755,Clean,Marriage,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
75948.0,0.7483902523866109,0.9062772971862276,Tamil Nadu,18495.0,2/18/2021,6/2/2020,1/4/2023,5.0,1.1407550481548538,0.9496152567386562,-0.7518968741554024,In-Person Meeting,Weekends,2.0,0.6067465328074434,DUI,Job Change,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
69349.0,1.287479805656911,0.4156678747167494,Bihar,62204.0,1/15/2022,10/28/2018,3/14/2024,4.0,0.4099700447957357,1.7991705323463467,-1.3869881011244292,In-Person Meeting,Afternoon,3.0,-0.8590289401978451,Major Violations,Childbirth,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
34345.0,0.2093006991163108,-0.21480799124047686,Uttarakhand,89370.0,12/27/2023,9/26/2018,11/16/2023,0.0,-0.18752890141081374,0.20451349862371462,0.051802643159383585,Phone,Anytime,2.0,1.5996912080690906,Accident,Childbirth,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
89150.0,0.029604181359544093,0.2559110040301097,Bihar,84646.0,11/27/2023,1/25/2018,9/10/2024,1.0,0.03586342929617273,-0.0057862499283530084,-1.1003540075366383,Text,Afternoon,1.0,-0.07097761062510932,DUI,Marriage,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
20473.0,2.006265876683978,0.35656670090602977,Arunachal Pradesh,54600.0,7/17/2020,2/22/2021,2/20/2023,5.0,0.18964759607249532,1.4690974170692603,-1.0385309677431933,In-Person Meeting,Weekends,2.0,-0.3704371158627489,Major Violations,Marriage,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
18995.0,0.3889972168730775,1.4848100093119532,Telangana,38678.0,1/6/2022,8/14/2018,2/21/2023,1.0,0.1943531369609671,0.6877851062234992,1.0409712798545048,Email,Weekends,3.0,-0.4807643020029319,Major Violations,Divorce,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
25084.0,1.6468728411704445,1.619038720249697,Puducherry,20016.0,3/23/2021,9/2/2019,7/19/2023,5.0,1.499077152352163,2.5484504311609983,-0.5046047149816222,Phone,Evening,3.0,-1.1742494720269394,Accident,Childbirth,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2187.0,0.2093006991163108,2.09875274947647,Rajasthan,73452.0,9/19/2019,12/20/2022,8/23/2023,5.0,0.5118321131383046,1.593048924493989,-0.5945291364993605,Phone,Afternoon,2.0,0.21272086802107557,DUI,Marriage,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
9030.0,-0.6891818896675227,0.6611942945349156,Manipur,30314.0,6/3/2022,6/13/2019,12/10/2023,1.0,-0.03793459980915781,-0.4695598675961578,-2.308713421681247,In-Person Meeting,Morning,3.0,0.40185318711853213,Clean,Job Change,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
71286.0,-1.767360996208123,0.27903204201608256,Himachal Pradesh,40894.0,8/21/2023,8/25/2018,9/10/2023,2.0,-0.24168290879338025,-0.16037745581762128,0.8217805024050178,Mail,Anytime,3.0,1.0480552773681755,Major Violations,Retirement,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
67176.0,0.3889972168730775,0.3699325612212086,Assam,21060.0,7/10/2018,8/4/2018,2/4/2023,2.0,-0.445914663759295,-0.40828047066707845,-0.5158452676713394,Text,Morning,3.0,1.1899045166912678,Clean,Divorce,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
50602.0,0.7483902523866109,-0.6751383557447633,Kerala,40861.0,12/9/2020,7/27/2023,8/4/2023,3.0,0.013979441191567668,0.43431123710776204,-2.4548406066475716,Phone,Weekends,1.0,0.08663265528943782,Minor Violations,Childbirth,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2574.0,-0.509485371910756,-0.8907024441454908,Sikkim,90347.0,1/26/2022,11/26/2019,1/2/2023,0.0,-1.9546609408576723,0.7797042016171182,0.22603120985000152,Text,Weekends,3.0,-0.6068525147345697,Major Violations,Childbirth,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
16727.0,-0.6891818896675227,-1.1269804487692678,Delhi,42284.0,3/25/2020,12/15/2020,7/10/2024,1.0,-0.4209769085370002,-1.7731397659056631,0.3552975657817503,In-Person Meeting,Weekends,1.0,1.9937168728554584,Clean,Divorce,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
28962.0,1.1077832879001444,0.8993093131356604,Jharkhand,38698.0,3/12/2018,10/1/2018,1/5/2023,5.0,0.5539886027418737,1.4732755577689705,-0.2797936611872764,In-Person Meeting,Anytime,3.0,-0.3231540360883848,Major Violations,Job Change,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
56959.0,1.1077832879001444,-0.1318256357291771,Himachal Pradesh,50075.0,5/16/2019,8/7/2020,6/18/2023,3.0,-0.08345909641851665,0.5749753073313305,0.6250708303349652,Text,Morning,1.0,-0.638374567917479,DUI,Childbirth,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
24630.0,0.029604181359544093,-0.043268892977423645,Tripura,32188.0,4/16/2022,9/7/2023,3/14/2024,1.0,-0.2011943078266496,-0.9152282088985528,0.7149952518527035,Text,Evening,0.0,0.41761421370998686,Clean,Marriage,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
54514.0,-1.048574925181056,-0.1378434401364851,Chhattisgarh,40410.0,6/3/2022,3/25/2019,2/19/2023,0.0,-0.5041215599550487,-1.9068402682963816,-0.19548951601439674,Text,Anytime,1.0,1.2214265698741773,Clean,Retirement,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
65257.0,-1.5876644784513563,-0.664623034359362,Chandigarh,66216.0,2/24/2018,11/15/2021,12/17/2024,0.0,-1.4766456690263765,-1.7062895147103039,1.260162057303992,Phone,Anytime,0.0,0.5279413998501699,Accident,Divorce,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4355.0,1.287479805656911,2.051497148551715,Andhra Pradesh,17049.0,5/23/2018,4/21/2023,2/6/2023,1.0,1.1649837492706667,1.1808057087892736,-0.3359964246358628,Text,Weekends,3.0,-1.0481612592953016,Accident,Job Change,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
61660.0,1.1077832879001444,-0.44975574436369115,Manipur,10918.0,7/13/2022,8/27/2018,10/28/2024,4.0,0.9339126848878007,0.966327819537496,-1.0160498623637586,Phone,Afternoon,2.0,0.7801178253134453,Accident,Retirement,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
